permitnumber,permittype,permitdescription,typeofwork,approvedscopeofwork,status,commercialorresidential,address,zip,council_district,contractorname,contractoraddress1,contractorcity,contractorstate,contractorzip,opa_owner,permitissuedate,matched_trades
CP-2026-000929,Building,Commercial Building Permit,Addition and/or Alteration,"FOR A REAR THIRD FLOOR ADDITION TO AN EXISTING STRUCTURE. WORK TO INCLUDE A LEVEL III INTERIOR ALTERATIONS WITH  CHANGE IN OCCUPANCY.  FOR A MULTI-FAMILY HOUSEHOLD LIVING FOR FOUR (4) DWELLING UNITS. ALTERATIONS TO INCLUDE SELECTIVE DEMOLITION AND THE INSTALLATION OF NEW WALL PARTITIONS, PROVIDE FINISHES AND FURNISHINGS THROUGHOUT  AS PER APPROVED PLANS. ALL WORK TO BE DONE PER APPROVED PLANS.** IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK**IEBC 2018**EXISTING BUILDING TO BE FULLY SPRINKLERED PE RNFPA 13R MIN** SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK**",Issued,Commercial,519 DIAMOND ST,19122-1434,7,AFFINITY CONTRACTORS INC,"AFFINITY CONTRACTORS INC
5130 BINGHAM ST
PHILADELPHIA, PA  19124
USA",,,,LIVING LARGE LLC,2026-09-23T04:00:00Z,demolition;commercial_fitout
GM-2026-008226,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Residential,6132 VANDIKE ST,19135-3723,6,,,,,,OUR GOLDEN CAPITAL VENTURES LLC,2026-09-23T04:00:00Z,demolition
DP-2026-000731,Demolition,Demolition Permit,Major Demolition,"COMPLETE DEMOLITION OF AN EXISTING DETACHED TWO-STORY, WOOD FRAMING, MASONRY AND WOOD RESIDENTIAL BUILDING BY MECHANICAL METHODS. ALL PERMITTED DEMOLITION ACTIVITY TO BE IN ACCORDANCE WITH APPROVED SITE SAFETY DEMOLITION PLAN & SUCH PLAN TO BE MAINTAINED ON SITE AT ALL TIMES IN ACCORDANCE WITH PHILADELPHIA ADMINISTRATIVE CODE. COMPLETE SIDEWALK CLOSURE REQUIRED IN ACCORDANCE WITH SECTION 3306 OF THE IBC. SEPARATE STREET CLOSURE PERMIT REQUIRED PRIOR TO START OF WORK. ANY DEVIATION WILL REQUIRE AN AMENDED DEMOLITION PERMIT.",Issued,Residential,758 BROOKLYN ST,19104-1450,3,PEDRO PALMER CONSTRUCTION INC,"PEDRO PALMER CONSTRUCTION INC
2346 North 8th Street
Philadelphia, PA  19133
USA",,,,BROOKSIDE ELITE VILLAS LL,2026-09-23T04:00:00Z,demolition
ZP-2026-009476,Zoning,Zoning Permit,Full Demolition,Complete demolition to create vacant lot,Issued,Residential,123 E ALLEN ST,19125-4101,1,A2 Design Group LLC,"A2 Design Group LLC
5115 Rochelle Avenue
Philadelphia, PA  19128
USA",,,,VERRALL EDWARD,2026-09-23T00:49:16Z,demolition
DP-2026-001016,Demolition,Demolition Permit,City Demolition,"Sub Demolition Permit for CF-2026-122364. For the complete demolition of a property as part of the City of Philadelphia Demolition Program. Add'l specs: Replace (2) concrete blocks on front sidewalk. (2) stucco c/w 630, 634 Cross. Erosion control mat with topsoil and seed. 4' corral fence across front of property.",Issued,Residential,632 CROSS ST,19147-6415,1,FIRST CALL DEMOLITION LLC,"FIRST CALL DEMOLITION LLC
1114 CANTRELL ST
PHILADELPHIA, PA  19148
USA",,,,TIM PHILIP POON TAK,2026-09-22T04:00:00Z,pool_deck_fence;demolition
DP-2026-001018,Demolition,Demolition Permit,City Demolition,Sub Demolition Permit for CF-2026-116019. For the complete demolition of a property as part of the City of Philadelphia Demolition Program. Add'l specs: No sidewalk. (1) stucco c/w 27 Farson. Erosion control mat with topsoil and seed. 4' corral fence across front of property.,Issued,Residential,29 FARSON ST,19139-2743,3,PEDRO PALMER CONSTRUCTION INC,"PEDRO PALMER CONSTRUCTION INC
2346 North 8th Street
Philadelphia, PA  19133
USA",,,,DAVIS ZAKIYYAH,2026-09-22T04:00:00Z,pool_deck_fence;demolition
GM-2026-008084,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,- For the interior demolition on NON-Load-Bearing partition walls and ceilings ONLY as per attached standard. Deviations from these standards require submission of construction and site plans. Alteration/repair of any kind is STRICTLY PROHIBITED under this permit type.,Issued,Residential,346 MERCY ST,19148-2632,1,,,,,,DEISSROTH VINCENT,2026-09-22T04:00:00Z,demolition
OP-2026-000410,Operations,Operations Permit,Fireworks / Pyrotechnics Display,"1.4 g indoor pyro and flame effects. All effect shall adhere to the 2018 Philadelphia Fire Code and applicable NFPA referenced standards.  These shall include but not limited to NFPA 1126,1123 and NFPA 160.  The safe operation of all effects is the responsibility of the shooter. Permit approval is subject to a demo to the assigned Fire Code official.


",Issued,Commercial,3601 S BROAD ST,19148-5250,2,,,,,,CITY OF PHILA,2026-09-22T04:00:00Z,demolition
DP-2026-000654,Demolition,Demolition Permit,Minor Demolition,"FOR THE COMPLETE DEMOLITION OF THE EXISTING THREE (3) STORY MASONRY STRUCTURE. ALL PERMITTED DEMOLITION ACTIVITY TO BE DONE IN ACCORDANCE WITH SITE SAFETY DEMOLITION PLAN AND SUCH PLAN TO BE MAINTAINED ON SITE AT ALL TIMES. DEMOLITION TO BE DONE BY HAND AND WITH HAND TOOLS ONLY. PROTECTION OF PEDESTRIANS, PUBLIC RIGHT-OF-WAY, AND ADJACENT PROPERTIES TO BE IN PLACE PRIOR TO START OF WORK. SEPARATE STREETS DEPARTMENT APPROVAL REQUIRED FOR RIGHT-OF-WAY ENCROACHMENT OR CLOSURE.",Issued,Residential,1640 LOMBARD ST,19146-1507,2,FIRST CALL DEMOLITION LLC,"FIRST CALL DEMOLITION LLC
1114 CANTRELL ST
PHILADELPHIA, PA  19148
USA",,,,1640 LOMBARD ST LLC,2026-09-22T04:00:00Z,demolition
EP-2026-008449,Electrical,Electrical Permit,Addition and/or Alteration,"nterior electrical alterations and renovations for the Lobby Level and Amenities Basement Level of a multi-family residential building. Work includes demolition of existing electrical devices; installation of new lighting fixtures, branch wiring, receptacles, and switches; installation of two (2) new 225A 208V electrical panels (HP1 and RP1); low-voltage wiring for tele/data, security, and access control; NEC 2017 NO FIRE ALARM ON THIS PERMIT",Issued,Commercial,1512-14 SPRUCE ST,19102-4554,2,JAMAAL STERLING,"JAMAAL STERLING
5000 Woodbine Ave
#316
Philadelphia, PA  19131
USA",,,,,2026-09-22T04:00:00Z,demolition
GM-2026-008160,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Residential,922 S 18TH ST,19146-2635,2,,,,,,WILLIAMS BARBARA BOYD,2026-09-22T04:00:00Z,demolition
GM-2026-008158,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Residential,1748 N LECOUNT ST,19121-2821,5,,,,,,YOUNG JEFFREY,2026-09-22T04:00:00Z,demolition
DP-2026-001017,Demolition,Demolition Permit,City Demolition,Sub Demolition Permit for CF-2026-036843. For the complete demolition of a property as part of the City of Philadelphia Demolition Program. Add'l specs: No sidewalk. (1) stucco c/w 609 Pierce. Erosion control mat with topsoil and seed. 4' corral fence across front of property.,Issued,Residential,607 PIERCE ST,19148-1719,1,MANGUAL DEMOLITION INC,"MANGUAL DEMOLITION INC
2301 N 52nd Street
Philadelphia, PA  19131
USA",,,,EWING CHERYL ANN,2026-09-22T04:00:00Z,pool_deck_fence;demolition
RP-2026-009535,Residential Building,Residential Building Permit,Make Safe Permit For RP,MAKE SAFE PERMIT TO COMPLY WITH CF-2026-089303 TO INCLUDE PARTIAL DEMOLITION AND REPAIRS/REPLACEMENT TO 2ND FLOOR JOIST AND FRAMING PER APPROVED PLANS AND IN ACCORDANCE WITH CODE BULLETIN PM-1801.  LICENSED PA PROFESSIONAL ENGINEER IS REQUIRED TO MONITOR REPAIRS MADE UNDER THIS PERMIT.  THE ENGINEER MUST SUBMIT A SEALED STATEMENT TO THE DEPARTMENT CONFIRMING THAT THE STRUCTURE IS IN SOUND CONDITION AT COMPLETION.  SEPARATE PERMITS REQUIRED FOR ADDITIONAL ALTERATIONS NOT ADDRESSED IN APPROVED PLANS. ,Issued,Residential,7540 GREENHILL RD,19151-2107,4,PURO TEC LTD,"PURO TEC LTD
725 WICKER AVE
BENSALEM, PA  19020
USA",,,,MUNN BEVERLY,2026-09-22T04:00:00Z,demolition
ZP-2026-009211,Zoning,Zoning Permit,"New construction, addition, GFA change",FOR THE PARTIAL DEMOLITION AND ERECTION OF A REAR ADDITION TO AN EXISTING ATTACHED BUILDING. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS,Issued,Residential,2132 E HUNTINGDON ST,19125-1427,1,DAVID MCARTHUR,"DAVID MCARTHUR
2315 ALMOND STREET
PHILADELPHIA, PA  19125
USA",,,,FREITAS MELISSA,2026-09-21T13:52:25Z,demolition;new_construction
GM-2026-008133,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Residential,4612 LESHER ST,19124-3322,7,,,,,,DAWKINS JASON,2026-09-21T04:00:00Z,demolition
OP-2026-000373,Operations,Operations Permit,Fireworks / Pyrotechnics Display,"All effect shall adhere to the 2018 Philadelphia Fire Code and applicable NFPA referenced standards.  These shall include but not limited to NFPA 1126,1123 and NFPA 160.  The safe operation of all effects is the responsibility of the shooter. Permit approval is subject to a demo to the assigned Fire Code official.

",Issued,Commercial,1300 PATTISON AVE,19148-5212,2,,,,,,"CITY OF PHILA, SPECTRUM ARENA CORP",2026-09-21T04:00:00Z,demolition
OP-2026-000409,Operations,Operations Permit,Fireworks / Pyrotechnics Display,"1.4 g indoor Pyro and flame units. All effect shall adhere to the 2018 Philadelphia Fire Code and applicable NFPA referenced standards.  These shall include but not limited to NFPA 1126,1123 and NFPA 160.  The safe operation of all effects is the responsibility of the shooter. Permit approval is subject to a demo to the assigned Fire Code official.


",Issued,Commercial,1020 PATTISON AVE,19148-5307,2,,,,,,CITY OF PHILA,2026-09-21T04:00:00Z,demolition
FP-2026-001968,Fire Suppression,Fire Suppression Permit,Rough-In,"Rough-In Permit for FP-2026-001952 

DEMO WET SPRINKLER SYSTEM ON LOWER LEVEL. INSTALL NEW WET SPRINKLER PIPING & HEADS TO ACCOMMODATE NEW FITOUT AND CEILINGS AS PER NFPA 13 AND LOCAL CODES",Issued,Commercial,3701 SPRUCE ST,19104-4108,3,A & S SPRINKLER CO INC,"A & S SPRINKLER CO INC
101 East Laurel Avenue
Cheltenham, PA  19012
USA",,,,TRS UNIV OF PENN,2026-09-21T04:00:00Z,demolition;commercial_fitout
CP-2026-002545,Building,Commercial Building Permit,Addition and/or Alteration,"FOR LEVEL II ALTERATIONS TO AN EXISTING STRUCTURE. ALTERATIONS TO INCLUDE PARTIAL DEMOLITION AND THE ERECTION OF PARTITION WALLS, 
 PROVIDE FINISHES/FURNISHINGS AND ACCESSIBILITY IMPROVEMENTS THROUGHOUT.  FOR USE AS PREVIOUSLY APPROVED. ALL WORK TO BE DONE PER APPROVED PLANS. 
",Issued,Commercial,9475-95 E ROOSEVELT BLVD,19114-2212,6,REMODELING CONCEPTS,"REMODELING CONCEPTS
1095 Wood Lane
Langhorne, PA  19047
USA",,,,GRANT ONE ASSOCIATES L P,2026-09-21T04:00:00Z,demolition;commercial_fitout
GM-2026-008111,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Residential,8430 GERMANTOWN AVE,19118-3302,8,,,,,,BOWMAN PROPERTIES LTD,2026-09-21T04:00:00Z,demolition
OP-2026-000378,Operations,Operations Permit,Fireworks / Pyrotechnics Display,"104 g close proximity pryo and flame. All effect shall adhere to the 2018 Philadelphia Fire Code and applicable NFPA referenced standards.  These shall include but not limited to NFPA 1126,1123 and NFPA 160.  The safe operation of all effects is the responsibility of the shooter. Permit approval is subject to a demo to the assigned Fire Code official.


",Issued,Commercial,3601 S BROAD ST,19148-5250,2,,,,,,CITY OF PHILA,2026-09-21T04:00:00Z,demolition
CP-2026-005315,Building,Commercial Building Permit,Commercial Make Safe Permit,"MAKE SAFE PERMIT TO COMPLY WITH CF-2023-066494 TO INCLUDE THE DEMOLITION OF EXISTING RETAING WALL AND THE REMOVAL OF SOIL BEHIND WALLS AND ROUGH GRADE AREA 3:1 SLOPE. AS PER APPROVED PLANS AND IN ACCORDANCE WITH CODE BULLETIN PM-1801.  LICENSED PA PROFESSIONAL ENGINEER IS REQUIRED TO MONITOR REPAIRS MADE UNDER THIS PERMIT.  THE ENGINEER MUST SUBMIT A SEALED STATEMENT TO THE DEPARTMENT CONFIRMING THAT THE STRUCTURE IS IN SOUND CONDITION AT COMPLETION.  SEPARATE PERMITS REQUIRED FOR ADDITIONAL ALTERATIONS NOT ADDRESSED IN APPROVED PLANS. 
*PROTECTION OF PEDESTRIANS, PUBLIC RIGHT-OF-WAY, AND ADJACENT PROPERTIES TO BE IN PLACE PRIOR TO START OF WORK.*
*SEPARATE STREETS DEPARTMENT APPROVAL REQUIRED FOR RIGHT-OF-WAY ENCROACHMENT OR CLOSURE. * ",Issued,Commercial,4310 HAVERFORD AVE,19104-1324,3,BILLY BOY CONTTACTING LLC,"BILLY BOY CONTTACTING LLC
620 Allendale Rd #80678
Valey Forge, PA  19484
USA",,,,CITY OF PHILA,2026-09-21T04:00:00Z,demolition;commercial_fitout
RP-2026-008434,Residential Building,Residential Building Permit,Make Safe Permit For RP,"MAKE SAFE PERMIT TO COMPLY WITH CF-2026-013429 TO INCLUDE SHORING OF EXISTING REAR STRUCTURE, PARTIAL DEMOLITION AND CONSTRUCTION OF REAR STRUCTURE AT SAME FOOTPRINT, EXTERIOR WALLS AND FRAMING PER APPROVED PLANS AND IN ACCORDANCE WITH CODE BULLETIN PM-1801.  LICENSED PA PROFESSIONAL ENGINEER IS REQUIRED TO MONITOR REPAIRS MADE UNDER THIS PERMIT.  THE ENGINEER MUST SUBMIT A SEALED STATEMENT TO THE DEPARTMENT CONFIRMING THAT THE STRUCTURE IS IN SOUND CONDITION AT COMPLETION.  SEPARATE PERMITS REQUIRED FOR ADDITIONAL ALTERATIONS NOT ADDRESSED IN APPROVED PLANS.",Issued,Residential,772 S 18TH ST,19146-1836,2,ROYAL CONSTRUCTION INC,"ROYAL CONSTRUCTION INC
759 S. 07TH ST
PHILADELPHIA, PA  19147
USA",,,,"WILLIAMS PAULINE M, WILLIAMS DEBORAH L",2026-09-18T04:00:00Z,demolition
DP-2026-001008,Demolition,Demolition Permit,City Demolition,Sub Demolition Permit for CF-2026-127200. For the complete demolition of a property as part of the City of Philadelphia Demolition Program. Add'l specs: No sidewalk. (1) stucco c/w 2558 Page St. Erosion control mat with topsoil and seed. 4' corral fence across front of property.,Issued,Residential,2556 PAGE ST,19121-5207,5,MANGUAL DEMOLITION INC,"MANGUAL DEMOLITION INC
2301 N 52nd Street
Philadelphia, PA  19131
USA",,,,"ELGIE ALLEN, RUBY",2026-09-18T04:00:00Z,pool_deck_fence;demolition
CP-2026-005279,Building,Commercial Building Permit,Addition and/or Alteration,"FOR LEVEL II ATERATIONS TO INCLUDE PARTIAL DEMOLITION AND THE REPAIR / REPLACEMENT EXISTING WALL AND CEILING COVERING WITH NEW DRYWALL. FOR USE AS PREVIOUSLY APPROVED. AS PER APPROVED PLANS.
*****************SEPARATE PERMITS FOR ANY OTHER WORK. ******************************",Issued,Commercial,1112-20 LOMBARD ST,19147-1231,1,SHIFCO MANAGEMENT LLC,"SHIFCO MANAGEMENT LLC
525 Market St
Camden, NJ  08102
USA",,,,"WASHINGTON MEWS APTS, CORP",2026-09-18T04:00:00Z,demolition;commercial_fitout
CP-2026-004003,Building,Commercial Building Permit,New Construction,"FOR NEW CONSTRUCTION (MORE THAN 2/3 OF STRUCTURAL FRAMING AND PORTION(S) OF EXTERIOR WALLS TO BE REMOVED) OF A THREE (3) STORY STRUCTURE OF TYPE V-B CONSTRUCTION. FOR USE AS VACANT COMMERCIAL SPACE (SEPARATE PERMITS REQUIRED PRIOR TO FIT-OUT AND ISSUANCE OF C.O.) AND ONE (1) DWELLING UNIT (GROUP R-3). BUILDING TO BE FULLY SPRINKLERED (PER NFPA 13 THROUGHOUT THE COMMERCIAL SPACE AT THE BASEMENT & 1ST FLOOR AND PER NFPA 13R THROUGHOUT THE RESIDENTIAL OCCUPANCY AT THE 2ND & 3RD FLOORS). ALL WORK TO BE DONE PER APPROVED PLANS AND IN ACCORDANCE WITH 2021 IBC. SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING, FIRE SUPPRESSION, AND EXCAVATION WORK. SEE ZP-2026-007692 FOR ZONING APPROVAL. SEE SR-2026-032345 FOR STREETS DEPT. APPROVAL.
**SEPARATE COMPLETE DEMOLITION PERMIT REQUIRED FOR DOCUMENTATION OF EXTENT OF REMOVAL OF EXISTING STRUCTURE ON LOT.**",Issued,Commercial,1313 FRANKFORD AVE,19125-3203,5,GTMO DEVELOPMENT LLC,"GTMO DEVELOPMENT LLC
5200 OLEANDER RD
DREXELL HILL, PA  19026
USA",,,,DIFED LLC,2026-09-18T04:00:00Z,demolition;new_construction;commercial_fitout
GM-2026-008061,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Residential,2350 W PASSYUNK AVE,19145-4123,2,,,,,,CEDAR-SOUTH PHILADELPHIA,2026-09-18T04:00:00Z,demolition
ZP-2026-006806,Zoning,Zoning Permit,Full Demolition,Complete demolition to create vacant lot,Issued,Commercial,1021 N HANCOCK ST,19123-2333,1,DIPLOMAT CONSTRUCTION & DEMOLITION,"DIPLOMAT CONSTRUCTION & DEMOLITION
316 E UNION ST
WEST CHESTER, PA  19382
USA",,,,1022 ASSOCIATES LP,2026-09-17T15:24:28Z,demolition
