permitnumber,permittype,permitdescription,typeofwork,approvedscopeofwork,status,commercialorresidential,address,zip,council_district,contractorname,contractoraddress1,contractorcity,contractorstate,contractorzip,opa_owner,permitissuedate,matched_trades
GP-2026-003522,General,General Permit,Sign,FOR THE INSTALLATION OF ONE (1) STATICALLY ILLUMINATED ACCESSORY WALL SIGN  **SEPARATE PERMIT REQUIRED FOR ELECTRICAL WORK**,Issued,Commercial,2301 GRAYS FERRY AVE,19146-1136,2,,,,,,2301 GRAYS FERRY AVENUE L,2026-09-22T04:00:00Z,signs
GP-2026-007615,General,General Permit,Sign,"FOR THE INSTALLATION OF WALL PANEL, TWO (2) FACELIT GREEN BANDING, AND TWO (2) STATICALLY ILLUMINATED FLAT WALL SIGNS. AS PER APPROVED PLANS. SEPARATE ELECTRICAL PERMIT REQUIRED.",Issued,Commercial,3650-54 N BROAD ST,19140-4135,8,,,,,,L W PROPERTIES,2026-09-22T04:00:00Z,signs
GP-2026-007555,General,General Permit,Sign,"FOR THE INSTALLATION OF ONE (1) NON-ILLUMINATED FLAT WALL SIGNS ON EXISTING STRUCTURE. AS PER APPROVED PLANS.
",Issued,Commercial,2201 PENROSE AVE,19145-5575,2,,,,,,PENROSE AVE PA REALTY LP,2026-09-18T04:00:00Z,signs
ZP-2026-008837,Zoning,Zoning Permit,Signs (Accessory / Non-Accessory),For the installation of one (1) statically illuminated wall sign accessory to the building use. Size and location as shown in application/plans.,Issued,Commercial,1118 SPRING GARDEN ST,19123-3316,1,SCL Consulting LLC,"SCL Consulting LLC
1100 Vine Street
P201
PHILADELPHIA, PA  19107
USA",,,,LIU MEI XIAN,2026-09-17T21:51:41Z,signs
ZP-2026-008584,Zoning,Zoning Permit,Signs (Accessory / Non-Accessory),FOR THE ERECTION OF ONE (1) NON-ILLUMINATED ACCESSORY WALL SIGN. SIZE AND LOCATION AS SHOWN IN PLANS.,Issued,Commercial,9898 E ROOSEVELT BLVD,19115-1723,10,EZ SIGNS & SERVICES LLC,"EZ SIGNS & SERVICES LLC
1839 Bustleton Pike
Feasterville-Trevose, PA  19053
USA",,,,CARLTON 262 RED LION LLC,2026-09-17T16:31:21Z,signs
ZP-2026-009067,Zoning,Zoning Permit,Signs (Accessory / Non-Accessory),For the installation of two (2) wall signs to replace existing sign cabinets. Size and location as shown in plans. ,Issued,Commercial,830 WALNUT ST,19107-5109,1,RUTH E BROWN,"RUTH E BROWN
101 LIBERTY DRIVE
BENSALEM, PA  19020
USA",,,,,2026-09-17T13:43:04Z,signs
ZP-2026-008643,Zoning,Zoning Permit,Signs (Accessory / Non-Accessory),"FOR THE ERECTION OF THREE (3) ACCESSORY SIGNS: ONE (1) INTERNALLY ILLUMINATED FREESTANDING (PYLON) SIGN, DOUBLE-SIDED, 18’-11” H X 8’-3 3/8” W, WITH ELECTRONICALLY CHANGEABLE GAS-PRICE DISPLAYS; AND TWO (2) INTERNALLY ILLUMINATED FLAT-WALL/CHANNEL-LETTER SIGNS: ONE (1) 44-IN. CHANNEL-LETTER SIGN, SINGLE-SIDED, 5’-6 1/4” H X 12’-1 11/16” W, AND ONE (1) 32-IN. CHANNEL-LETTER SIGN, SINGLE-SIDED, 4’-3 13/16” H X 9’-2 5/8” W; SIGNS ACCESSORY TO THE EXISTING CONVENIENCE STORE AND VEHICLE FUELING STATION; SIZE AND LOCATION AS SHOWN ON THE APPROVED PLANS.",Issued,Commercial,9307 KREWSTOWN RD,19115-3710,10,"Condor Capital Holdco, Inc.","Condor Capital Holdco, Inc.
2333 Concord Rd
Chester Township, PA  19013
USA",,,,POSEL CORPORATION,2026-09-17T12:44:03Z,signs
GP-2026-007771,General,General Permit,Sign,"FOR REMOVAL FOUR (4) EXISTING FLAT WALL SIGNS AND REPLACE WITH FOUR (4) ILLUMINATED FLAT WALL SIGNS, AND REMOVAL TWO (2) EXISTING FLAT WALL SIGNS AND REPLACE WITH TWO (2) NON-ILLUMINATED FLAT WALL SIGNS, AND REMOVAL FOUR (4) EXISTING DOUBLE FACED PROJECTING BLADE SIGNS AND REPLACE WITH FOUR (4) ILLUMINATED DOUBLE FACED PROJECTING BLADE SIGNS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK, INCLUDING ALL ELECTRICAL WORK.",Issued,Commercial,833 MARKET ST,19107-2100,1,,,,,,PR GALLERY I LIMITED PARTNERSHIP,2026-09-17T04:00:00Z,signs
GP-2026-007187,General,General Permit,Sign,FOR THE INSTALLATION OF ONE (1) NON-ILLUMINATED FLAT WALL SIGN PER APPROVED PLANS.,Issued,Commercial,126 LOMBARD ST,19147-1602,1,,,,,,SOCIETY HILL ESTATE LLC,2026-09-17T04:00:00Z,signs
EP-2026-008694,Electrical,Electrical Permit,Addition and/or Alteration,"Connect 4 new signs to existing sign circuits.  No new wiring.  General Permit #GP-2026-006436

All work to be perform according to the 2020 NEC and per executed contract.",Issued,Commercial,9307 KREWSTOWN RD,19115-3710,10,GOLDSMITH ASSOCIATES INC,"GOLDSMITH ASSOCIATES INC
15 PICKWICK DR
MARLTON, NJ  08053
USA",,,,POSEL CORPORATION,2026-09-16T04:00:00Z,signs
EP-2026-008080,Electrical,Electrical Permit,Addition and/or Alteration,"Install temporary lighting, switches, egress signage, convenience receptacles, and provide power to RTU(s) as per 2017 NEC.",Issued,Commercial,2327-83 COTTMAN AVE,19149-1002,6,Robert A Parissi Electrical Contractor,"Robert A Parissi Electrical Contractor
3023 Winchester ave
Philadelphia, PA  19136
USA",,,,CENTRO NP ROOSEVELT MALL OWNER LLC,2026-09-16T04:00:00Z,signs
ZP-2026-008244,Zoning,Zoning Permit,Signs (Accessory / Non-Accessory),For the Erection of One non-illuminated wall sign and one non-illuminated D/S projecting sign. Size and location as per approved plans. ,Issued,Commercial,1500 FRANKFORD AVE,19125-4412,5,RUTH E BROWN,"RUTH E BROWN
101 LIBERTY DRIVE
BENSALEM, PA  19020
USA",,,,1500 FRANKFORD OWNER LLC,2026-09-15T13:42:19Z,signs
GP-2026-007325,General,General Permit,Sign,FOR THE INSTALLATION OF TWO (2) STATICALLY ILLUMINATED WALL SIGNS. **SEPARATE PERMIT REQUIRED FOR ANY ELECTRICAL WORK**,Issued,Commercial,225 N 38TH ST,19104,3,,,,,,,2026-09-15T04:00:00Z,signs
ZP-2026-008466,Zoning,Zoning Permit,Signs (Accessory / Non-Accessory),"FOR THE ERECTION OF ONE (1) MARQUEE SIGN, ONE (1) NON-ILLUMINATED WALL SIGN, AND ONE (1) STATICALLY ILLUMINATED WALL SIGN. SIGNS ACCESSORY TO AN EXISTING SCHOOL. SIZE AND LOCATION AS PER THE APPROVED PLAN AND ART COMMISSION APPROVAL.",Issued,Commercial,201-11 S BROAD ST,19107-5303,1,DILWORTH PAXSON KALISH & KAUFFMAN,"DILWORTH PAXSON KALISH & KAUFFMAN
1650 Market Street
Suite 1200
Philadelphia, PA  19103
USA",,,,TEMPLE UNIVERSITY OF THE COMMONWEALTH SY,2026-09-14T23:03:51Z,signs
ZP-2026-008222,Zoning,Zoning Permit,Signs (Accessory / Non-Accessory),FOR THE ERECTION OF ONE (1) STATICALLY ILLUMINATED ACCESSORY WALL SIGN. SIZE AND LOCATION AS SHOWN IN PLANS.,Issued,Commercial,236 W ALLEGHENY AVE,19133-3629,7,DMITRY KIPERVAS,"DMITRY KIPERVAS
9986 Gantry Road
Suite 2
Phila, PA  19115
USA",,,,GROVERPETE LP,2026-09-14T21:17:02Z,signs
ZP-2026-009206,Zoning,Zoning Permit,Signs (Accessory / Non-Accessory),For the installation of one (1) statically illuminated wall sign and the documentation of refacing one (1) existing projecting sign. Size and location as shown in application/plans.,Issued,Commercial,2327-83 COTTMAN AVE,19149-1002,6,FORMAN SIGN COMPANY INC,"FORMAN SIGN COMPANY INC
10447 DRUMMOND RD
PHILADELPHIA, PA  19146
USA",,,,CENTRO NP ROOSEVELT MALL OWNER LLC,2026-09-14T19:20:47Z,signs
ZP-2026-008816,Zoning,Zoning Permit,Signs (Accessory / Non-Accessory),"For the installation of one (1) statically illuminated wall sign, replacement of (1) statically-illuminated freestanding sign, and the documentation of three (3) non-illuminated directional signs. Size and location as shown in applications/plans.",Issued,Commercial,7885 OXFORD AVE,19111-2218,10,MRC ELECTRIC,"MRC ELECTRIC
145 Railroad Dr, Ste C
Warminster, PA  18974
USA",,,,FLAGSHIP PENNSYLVANIA PROPCO LLC,2026-09-14T14:45:49Z,signs
GP-2026-007848,General,General Permit,Sign,"FOR THE ERECTION OF ONE (1) STATICALLY ILLUMINATED ACCESSORY WALL SIGN AND FOR THE REFACEMENT OF TWO (2) SINGLE FACED STATICALLY ILLUMINATED FREESTANDING SIGNS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK, INCLUDING ALL ELECTRICAL WORK.",Issued,Commercial,9475-95 E ROOSEVELT BLVD,19114-2212,6,,,,,,GRANT ONE ASSOCIATES L P,2026-09-14T04:00:00Z,signs
GP-2026-007625,General,General Permit,Sign,"FOR THE REPLACEMENT OF THE EXISTING DOUBLE FACED, FREE STANDING SIGN WITH ELECTRONIC MESSAGE BOARD (ANIMATED), SIZE AND LOCATION AS SHOWN ON THE PLANS. **SEPARATE PERMIT REQUIRED FOR ANY ELECTRICAL WORK**",Issued,Commercial,5707 MCMAHON AVE,19144-1223,8,,,,,,SHEPHERDS HEART MINISTRY,2026-09-14T04:00:00Z,signs
GP-2026-006890,General,General Permit,Sign,"INSTALLATION OF TWO (2) STATICALLY ILLUMINATED FLAT-WALL SIGNS AND ONE (1) DOUBLE-FACED FREE-STANDING SIGN ON EXISTING SUPPORT POLE AS PER APPROVED PLANS. *2021 IBC REVIEW*
**SEPARATE PERMIT REQUIRED FOR ANY ELECTRICAL WORK**",Issued,Commercial,5700 OXFORD AVE,19149-3720,9,,,,,,MR OXFORD LLC,2026-09-14T04:00:00Z,signs
ZP-2026-007617,Zoning,Zoning Permit,Signs (Accessory / Non-Accessory),FOR THE INSTALLATION OF ONE (1) FLAT-WALL SIGN AND ONE (1) FLAT-WALL AWNING SIGN AND THE DOCUMENTATION OF WINDOW AND DOOR SIGNAGE. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS. ,Issued,Commercial,5050 PARKSIDE AVE,19131-4714,4,"Continuum Architecture & Design, PC","Continuum Architecture & Design, PC
635 Addison Street
Philadelphia, PA  19147
USA",,,,,2026-09-13T15:41:12Z,signs
ZP-2026-009202,Zoning,Zoning Permit,Signs (Accessory / Non-Accessory),For the installation of one (1) statically illuminated wall sign accessory to existing use. Size and location as shown in plans.,Issued,Commercial,1020-84 N DELAWARE AVE,19125-4302,1,RUTH E BROWN,"RUTH E BROWN
101 LIBERTY DRIVE
BENSALEM, PA  19020
USA",,,,1080 DELAWARE AVE ASSOCIA,2026-09-11T16:44:46Z,signs
ZP-2026-008348,Zoning,Zoning Permit,Signs (Accessory / Non-Accessory),FOR THE REFACEMENT OF ONE (1) NON-ILLUMINATED ACCESSORY WALL SIGN. SIZE AND LOCATION AS SHOWN IN PLANS.,Issued,Commercial,7124-62 RIDGE AVE,19128-3250,4,SCL Consulting LLC,"SCL Consulting LLC
1100 Vine Street
P201
PHILADELPHIA, PA  19107
USA",,,,CENTRO NP IVYRIDGE SC LLC,2026-09-11T16:19:05Z,signs
GP-2026-007612,General,General Permit,Sign,"FOR THE INSTALLATION OF ONE (1) STATICALLY ILLUMINATED WALL SIGN. AS PER APPROVED PLANS.
*** SEPARATE ELECTRICAL PERMIT REQUIRED. ******",Issued,Commercial,2048 W OXFORD ST,19121-4002,5,,,,,,,2026-09-11T04:00:00Z,signs
