permitnumber,permittype,permitdescription,typeofwork,approvedscopeofwork,status,commercialorresidential,address,zip,council_district,contractorname,contractoraddress1,contractorcity,contractorstate,contractorzip,opa_owner,permitissuedate,matched_trades
MP-2026-003720,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK INCLUDING ALL ELECTRICAL AND PLUMBING.",Issued,Commercial,4112 LANCASTER AVE,19104-1727,3,4041 CORPORATION,"4041 CORPORATION
426 44TH ST
PHILADELPHIA, PA  19104
USA",,,,"LANCASTER 41 LLC, LANCASTER LANDOWNER LLC",2026-09-24T04:00:00Z,hvac
MP-2026-005267,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

New HVAC unit, ductwork, and 10 diffusers.",Issued,Residential,5425 W GIRARD AVE,19131-4213,4,Juan C Salazar,"Juan C Salazar
Benjuma Contractors LLC
204 N Providence Road
Media, PA  19063
USA",,,,BENJUMA LLC,2026-09-24T04:00:00Z,hvac
MP-2026-005198,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"**2021 IMC REVIEW**
FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK.
**SUBJECT TO THE FOLLOWING CONDITIONS OF APPROVAL FROM THE PHILADELPHIA HISTORICAL COMMISSION: 1830 Rittenhouse Sq is listed on the Philadelphia Register of Historic Places. Exterior equipment and conduit cannot be visible from the public right-of-way.
",Issued,Commercial,1830 RITTENHOUSE SQ,19103-5842,2,AIR PRO HVAC,"AIR PRO HVAC
1217 GREENTREE LANE
PENN VALLEY , PA  19072
USA",,,,LONDON REAL ESTATE LLC,2026-09-23T04:00:00Z,hvac
MP-2026-005114,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

MULTI FAMILY - EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT. NO PENETRATIONS OF RATED ASSEMBLIES.

(2) new HVAC systems, (1) for each dwelling. Each system will have an air handler, heat pump, and ductwork. (15) total diffusers",Issued,Residential,6056 DELANCEY ST,19143-1112,3,YMK CONSTRUCTION LLC,"YMK CONSTRUCTION LLC
515 Winding Way
PHILADELPHIA, PA  18974
USA",,,,RUFFIN AARON,2026-09-23T04:00:00Z,hvac
MP-2026-004932,Mechanical,Mechanical / Fuel Gas Permit,New Construction,"FOR INSTALLATION OF HVAC APPLIANCES, EQUIPMENT, DUCTWORK AND REGISTERS/DIFFUSERS PER APPROVED PLANS AND MANUFACTURER'S SPECIFICATIONS.",Issued,Commercial,1900 KITTY HAWK AVE,19112-1806,2,A. T. CHADWICK COMPANY INC.,"A. T. CHADWICK COMPANY INC.
100 DUNKS FERRY RD
BENSALEM, PA  19020
USA",,,,,2026-09-23T04:00:00Z,hvac;new_construction
MP-2026-005373,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,FOR THE REMOVAL AND REPLACEMENT OF ONE (1) HVAC RTU WITH ASSOCIATED FUEL GAS PIPING AS PER APPROVED PLANS AND IN ACCORDANCE WITH 2021 IMC. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK.,Issued,Commercial,4300 LOCUST ST,19104-5232,3,REMCO INC,"REMCO INC
195 HEMPT RD
MECHANICSBURG, PA  17050
USA",,,,"TRENT INVESTMENTS OF, BROOMALL",2026-09-23T04:00:00Z,hvac
MP-2026-002528,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,ALTERATIONS TO EXISTING HVAC SYSTEM TO ACCOMODATE NEW OFFICE LAYOUT ON THE 30TH FLOOR OF AN EXISTING HIGH-RISE OFFICE BUILDING AS PER APPROVED PLANS. *2018 IMC REVIEW*,Issued,Commercial,1735 MARKET ST,19103-7501,5,HUNTER MECHANICAL INC,"HUNTER MECHANICAL INC
1525 MCDANIEL DRIVE
WEST CHESTER, PA  19380
USA",,,,EQC NINE PENN CENTER PROP,2026-09-23T04:00:00Z,hvac
MP-2026-005075,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing furnace & AC unit only, in like and kind, no new ductwork.",Issued,Residential,606 HOFFMAN ST,19148-2406,1,LAWRENCE CARO,"LAWRENCE CARO
1137 TREELINE DR
BENSALEM, PA  19020
USA",,,,METROPOLITAN LIFE INSURANCE COMPANY,2026-09-23T04:00:00Z,hvac
MP-2026-005429,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Install 2.5 ton HVAC system, ductwork, and 6 diffusers",Issued,Residential,7424 RUSKIN RD,19151-2924,4,BYNUM MICHAEL S,"BYNUM MICHAEL S
5432 SUMMER ST
PHILADELPHIA, PA  19139
USA",,,,GIANNANTONIO BRUNO G,2026-09-23T04:00:00Z,hvac
MP-2026-005542,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT.  NO PENETRATIONS OF RATED ASSEMBLIES.

Two 70k btu, 90% eff., heaters, two 2 ton AC's, 13.5 SEER condensers & 17 reg./diff.",Issued,Residential,861 PERKIOMEN ST,19130-2133,5,SJC CONSTRUCTION COMPANY,"SJC CONSTRUCTION COMPANY
300 VILLAGE DR 
SUITE 203
KING OF PRUSSIA, PA  19406
USA",,,,"ANH LLC, ANH LLC 2",2026-09-23T04:00:00Z,hvac
MP-2026-005184,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH MANUFACTURER'S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK. THIS APPLICATION WAS REVIEWED UNDER THE 2021 IMC.",Issued,Residential,4513 REGENT ST,19143-3722,3,"Paragon Contractors, LLC","Paragon Contractors, LLC
8310 High School Rd.
Elkins Park, PA  19027
USA",,,,"ANGELSON JESSICA, COHEN MAX",2026-09-23T04:00:00Z,hvac
MP-2026-004699,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

MULTI FAMILY - EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT. NO PENETRATIONS OF RATED ASSEMBLIES.

(2) new HVAC systems, one for each dwelling, including a 75K BTU furnace, 2 ton AC, and 10 diffusers per unit. Total of 20 diffusers with new ductwork throughout. ",Issued,Residential,5437 GAINOR RD,19131-1329,4,SJC CONSTRUCTION COMPANY,"SJC CONSTRUCTION COMPANY
300 VILLAGE DR 
SUITE 203
KING OF PRUSSIA, PA  19406
USA",,,,MCEWAN ROHAN,2026-09-23T04:00:00Z,hvac
MP-2026-003653,Mechanical,Mechanical / Fuel Gas Permit,New Construction,"FOR THE INSTALLATION OF HVAC APPLIANCES, EQUIPMENT, DUCTWORK AND REGISTERS/DIFFUSERS PER APPROVED PLANS AND MANUFACTURER'S SPECIFICATIONS.  *2018 IMC REVIEW*",Issued,Commercial,2000 SOUTH ST,19146-1321,2,Bedri Allaraj,"Bedri Allaraj
15151 Kovats Dr. 
Philadelphia, PA  19116
USA",,,,LH SOUTH LLC,2026-09-23T04:00:00Z,hvac;new_construction
MP-2026-005320,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replacing the existing 3 ton furnace and ac units only, in like and kind, no new ductwork. ",Issued,Residential,1112 BAINBRIDGE ST,19147-1939,2,GENERATION 3 ELECTRIC INC,"GENERATION 3 ELECTRIC INC
1257 S 26 STREET 
PHILADELPHIA , PA  19146
USA",,,,BOORSTEIN JOHN,2026-09-23T04:00:00Z,hvac
MP-2026-002885,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,INSTALLATION OF DUCTLESS MINI-SPLIT SYSTEM ON THE 1ST FLOOR OF AN EXISTING BUILDING AS PER APPROVED PLANS. *2018 IMC REVIEW*,Issued,Commercial,2037 CHELTEN AVE,19138,8,FONTENELLE PHILOGENE,"FONTENELLE PHILOGENE
6602 N 13TH
PHILADELPHIA, PA  19126
USA",,,,JEFFRIES ULYSSES G,2026-09-22T04:00:00Z,hvac
MP-2026-004516,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. ",Issued,Residential,5612 SPRAGUE ST,19138-2330,8,Apex General Contracting LLC,"Apex General Contracting LLC
1026 E Cliveden St
Philadelphia , PA  19119
USA",,,,5612 SPRAGUE ST LLC,2026-09-22T04:00:00Z,hvac
MP-2026-005293,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

MULTI FAMILY - EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT. NO PENETRATIONS OF RATED ASSEMBLIES.

Install (2) HVAC systems, (1) in each dwelling. First floor - 2 ton 24K BTU heat pump with 8kw heating strip, air handler, new ductwork, and 5 registers. Second floor - 2 ton 24K BTU heat pump with 8kw heating strip, air-handler, new ductwork, and 7 registers.",Issued,Residential,131 W ROOSEVELT BLVD,19120-4230,8,EZ Builder LLC,"EZ Builder LLC
59 N Schuylkill ave
Norristown, PA  19403
USA",,,,MADDEN ENTERPRISES LLC,2026-09-22T04:00:00Z,hvac
MP-2026-005370,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

MULTI FAMILY - EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT. NO PENETRATIONS OF RATED ASSEMBLIES.

Install (2) HVAC systems, (1) in each dwelling. Each dwelling will have an air handler, 2 ton AC, ductwork, and 7 diffusers. (14 total diffusers)",Issued,Residential,5525 ANGORA TER,19143-3109,3,KEN GROUP LLC,"KEN GROUP LLC
3503 JENNIFER CT
VOORHEES, NJ  08043
USA",,,,FOUR FIVE PAUL LLC,2026-09-22T04:00:00Z,hvac
MP-2026-005199,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,FOR THE INSTALLATION AND RELOCATION OF GRDs AND ASSOCIATED DUCTWORK AS PER APPROVED PLANS AND IN ACCORDANCE WITH 2021 IMC. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK. SEE CP-2026-005061 FOR ASSOCIATED BUILDING PERMIT.,Issued,Commercial,1900 MARKET ST,19103-3527,5,HUNTER MECHANICAL INC,"HUNTER MECHANICAL INC
1525 MCDANIEL DRIVE
WEST CHESTER, PA  19380
USA",,,,BDN 1900 MARKET OWNER LLC,2026-09-22T04:00:00Z,hvac
MP-2026-005140,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing furnace only, in like and kind, no new ductwork",Issued,Residential,5811 NEWTOWN AVE,19120-1135,9,"Arrow Plumbing, Heating, & Air Conditioning, LLC.","Arrow Plumbing, Heating, & Air Conditioning, LLC.
2521 Orthodox St.
Philadelphia, PA  19137
USA",,,,"RODRIGUEZ MONSERRATE, RODRIGUEZ DOMINGO P",2026-09-22T04:00:00Z,hvac
EP-2026-008828,Electrical,Electrical Permit,Addition and/or Alteration,"Increasing to a 200A service, one meter socket, 200A service cable and service head 1- 200A main panel. Rewire entire house according to NEC : install duplex receptacles, AFIC/GFICs breakers. Light fixtures,
install 240V , 40A for condenser unit and 120V for furnace, single lines for kitchen outlet. one outdoor GFIs receptacle. install the outdoor light in front and back.",Issued,Residential,417 66TH AVE,19126-3126,9,PHILLY TELECOM,"PHILLY TELECOM
1220 W FISHER AVE
PHILADELPHIA, PA  19141
USA",,,,"NGUYEN HIEP VAN, PHAM TAM-ANH THI",2026-09-22T04:00:00Z,hvac;kitchen_bath
EP-2023-001460,Electrical,Electrical Permit,Addition and/or Alteration,"Amend Permit to include full building scope of work. 

 Install new 1600 amp service, (2) 400 amp services,34 gang 
meter bank. Wiring throughout common areas, (32) units and core wiring for (3) commercial spaces. Provide wiring for 
mechanical and hvac equipment. Install a new fire alarm system throughout. Install rescue assistance system ,mag releases for door holders. as per APPROVED DRAWINGS -2017 nec & 2016 nfpa-72. 
** NO FIRE PUMP ON THIS PROJECT.

",Issued,Commercial,1614-20 RIDGE AVE,19130-2116,5,TJT ELECTRICAL & PLUMBING,"TJT ELECTRICAL & PLUMBING
4834 OLD YORK ROAD
PHILADELPHIA, PA  19141
USA",,,,ECHO PHILLY PROPERTIES LL,2026-09-22T04:00:00Z,hvac;commercial_fitout
MP-2026-005387,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations," EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

To install one central heating and A/C (4-ton, 1600 CFM) system and ductwork for the existing single family. HVAC unit uses the high efficiency w/powered air supply exhaust device, the condensing unit is in the rear yard, 18 diffusers).",Issued,Residential,836 STRAHLE ST,19111-1350,10,AAA FOUNDATION CONSULTING INC.,"AAA FOUNDATION CONSULTING INC.
1009 RACE STREET
PHILADELPHIA, PA  19107
USA",,,,NEHB LLC,2026-09-22T04:00:00Z,hvac
MP-2026-003810,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,ALTERATIONS TO HVAC SYSTEM IN THE BASEMENT LEVEL OF AN EXISTING MUSEUM FACILITY AS PER APPROVED PLANS. *2021 IMC REVIEW*,Issued,Commercial,201 N 21ST ST,19103,5,TRACEY MECHANICAL INC,"TRACEY MECHANICAL INC
8 CAMPUS BLVD
NEWTOWN SQUARE, PA  19073
USA",,,,"CITY OF PHILA, FRANKLIN INSTITUTE",2026-09-22T04:00:00Z,hvac
EP-2026-008846,Electrical,Electrical Permit,Addition and/or Alteration,"1. Ground Floor & Main Living AreasLighting & Switches: Install 25 general fixtures, 8 DMF 4"" LED recessed fixtures, and 1 linear LED strip. Control these with 9 single-pole dimmers, 2 single-pole switches, 2 3-way dimmers, 3 3-way remote dimmers, and 2 automatic door-jam switches.Receptacles & Devices: Install 9 general receptacles and 2 floor-mounted outlets.Kitchen Layout: Provide 3 GFCI countertop receptacles (2 near the sink, 1 on the peninsula). Run a dedicated 20A AFCI/GFCI circuit and outlet for the under-counter refrigerator.Upgrades & Repairs: Replace 17 existing receptacles, 1 basement switch, and 1 under-cabinet light switch with brand-new devices and wall plates.Safety & Circuits: Install 1 hardwired 120V smoke/CO combination detector with battery backup. Run 1 dedicated 20A circuit for countertop GFCIs and 4 branch AFCI/GFCI circuits for general lighting/power layout.2. Second Floor LayoutLighting & Ventilation: Install 10 general fixtures, 1 water closet fixture, and 3 wet-rated shower fixtures. Wire 6 single-pole dimmers, 1 3-way dimmer, 3 3-way remote dimmers, 1 door-jam switch, and 3 wall timers. Install 3 Panasonic exhaust fans (ducting by others).Power & Tech Outlets: Provide 6 general receptacles and 2 bedside USB/receptacle combo devices. Replace 3 existing receptacles with new devices and plates.Bathroom Specialty Lines: Install 2 vanity GFCI outlets, 1 GFCI line for the medicine cabinet, 1 20A AFCI/GFCI bidet circuit/outlet, and 1 20A AFCI/GFCI circuit for a towel warmer.Radiant Heat Infrastructure: Run 1 20A GFCI circuit and wall-mounted thermostat with floor conduit for electric radiant floor heat (heating element mats and thermostats supplied by others).Safety & Circuits: Install 2 120V smoke/CO combo detectors and 1 standalone 120V smoke detector (all with battery backups). Run 1 20A vanity circuit and 2 general AFCI/GFCI circuits.3. Upper Levels, Exterior, & HVACLighting & Switches: Install 8 general fixtures, 1 shower recessed fixture",Issued,Residential,2131 DELANCEY PL,19103-6511,2,ATB ELECTRIC INC,"ATB ELECTRIC INC
2309 KEYSTONE DRIVE
HATFIELD, PA  19440
USA",,,,"WHITMOYER THOMAS, WHITMOYER JANE",2026-09-22T04:00:00Z,hvac;kitchen_bath
MP-2026-004903,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR INSTALLATION OF HVAC APPLICANCES, EQUIPMENT, DUCTWORK AND REGISTERS/DIFFUSERS PER APPROVED PLANS AND MANUFACTURER'S SPECIFICATIONS.",Stop Work,Commercial,2033 DIAMOND ST,19121-1427,5,HAROLD R ALLEN,"HAROLD R ALLEN
1529 E DUVAL STREET
PHILADELPHIA, PA  19138
USA",,,,2033 W DIAMOND ST LLC,2026-09-22T04:00:00Z,hvac
MP-2026-002373,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR INSTALLATION OF HVAC APPLIANCES, EQUIPMENT, DUCTWORK AND REGISTERS/DIFFUSERS PER APPROVED PLANS AND MANUFACTURER'S SPECIFICATIONS.",Issued,Commercial,1700 FRANKFORD AVE,,7,Dana R Forte,"Dana R Forte
124 Birch Knoll Rd
Wilmington, DE  19810
USA",,,,,2026-09-22T04:00:00Z,hvac
MP-2026-005466,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF A NEW HVAC SYSTEMS, ASSOCIATED DUCT WORK, ROOFTOP UNITS, AND REGISTERS/DIFFUSERS AS PER APPROVED PLANS.  SEPARATE PERMIT REQUIRED FOR ELECTRICAL, PLUMBING, FIRE SUPPRESSION. *IMC 2021*",Issued,Commercial,1601-35 E WALNUT LN,19138-1632,9,"Mechanical Resource Contractors, LLC","Mechanical Resource Contractors, LLC
1 Galleria Blvd., Ste 825
tax@enfrasolutions.com
Metairie, LA  70001
USA",,,,"CITY OF PHILA, SKATING RINK& FIELD HOUSE",2026-09-22T04:00:00Z,roofing;hvac
MP-2026-002671,Mechanical,Mechanical / Fuel Gas Permit,New Construction,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK.",Issued,Commercial,115 S 19TH ST,19103-4905,5,DWD MECHANICAL CONTRACTOR INC,"DWD MECHANICAL CONTRACTOR INC
1005 Kedron Ave
Morton, PA  19070
USA",,,,19S PARTNERS LLC,2026-09-22T04:00:00Z,hvac;new_construction
